ID	Long	Lat	Mean_temp	Seasonal_t	Seasonal_p	Driest_mon	Anual_prec	Eccorreg	Biome	Biome_ID
23	-76.92	38.73	13.22134	867.03406	11.07346	71	1072	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
23	-76.92	38.73	13.22134	867.03406	11.07346	71	1072	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
64	-77.76492969	39.14489539	12.19606	875.44507	13.03289	65	1033	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
64	-77.76492969	39.14489539	12.19606	875.44507	13.03289	65	1033	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
64	-77.76492969	39.14489539	12.19606	875.44507	13.03289	65	1033	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
118	-76.93859639	39.51066625	11.39449	897.86816	11.93852	69	1104	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
118	-76.93859639	39.51066625	11.39449	897.86816	11.93852	69	1104	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1138	-73.81563543	41.54389706	9.44429	944.89856	10.88501	76	1190	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1184	-71.509301	41.84425079	9.13475	909.77417	7.84977	90	1229	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1184	-71.509301	41.84425079	9.13475	909.77417	7.84977	90	1229	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
1184	-71.509301	41.84425079	9.13475	909.77417	7.84977	90	1229	Northeast_US_Coastal_forests	Northeast_US_Coastal_forests	3
291	-46.43054964	-18.81689192	21.10873	165.41841	83.95432	10	1460	Cerrado	ropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	4
291	-46.43054964	-18.81689192	21.10873	165.41841	83.95432	10	1460	Cerrado	ropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	4
672	-47.94294188	-19.31451499	20.79644	155.88011	81.46301	14	1596	Cerrado	ropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	4
672	-47.94294188	-19.31451499	20.79644	155.88011	81.46301	14	1596	Cerrado	ropical_&_Subtropical_Grasslands,_Savannas_&_Shrublands	4
6	-79.89604984	37.2067969	13.31478	822.04565	11.71603	73	1065	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
6	-79.89604984	37.2067969	13.31478	822.04565	11.71603	73	1065	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
8	-84.00048628	41.82477085	9.08152	999.41571	22.20497	43	876	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
8	-84.00048628	41.82477085	9.08152	999.41571	22.20497	43	876	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
8	-84.00048628	41.82477085	9.08152	999.41571	22.20497	43	876	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
8	-84.00048628	41.82477085	9.08152	999.41571	22.20497	43	876	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
10	-84.73293875	34.4801351	15.22925	769.83582	17.49375	83	1377	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
25	-83.45445615	35.14974317	12.21689	715.09045	10.46211	122	1782	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
48	-60.14954334	-1.974331191	26.16879	45.29372	34.91778	130	2515	Uatumã_Trombetas_moist_forests	Temperate_Broadleaf_&_Mixed_Forests	5
48	-60.14954334	-1.974331191	26.16879	45.29372	34.91778	130	2515	Uatumã_Trombetas_moist_forests	Temperate_Broadleaf_&_Mixed_Forests	5
48	-60.14954334	-1.974331191	26.16879	45.29372	34.91778	130	2515	Uatumã_Trombetas_moist_forests	Temperate_Broadleaf_&_Mixed_Forests	5
48	-60.14954334	-1.974331191	26.16879	45.29372	34.91778	130	2515	Uatumã_Trombetas_moist_forests	Temperate_Broadleaf_&_Mixed_Forests	5
52	-84.4453607	34.10188282	15.77552	755.52576	16.08932	89	1371	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
54	-78.86289753	35.91642773	15.33348	797.84271	12.26246	77	1142	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
54	-78.86289753	35.91642773	15.33348	797.84271	12.26246	77	1142	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
67	17.12950995	49.57420916	8.37422	738.31885	45.93108	24	562	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
67	17.12950995	49.57420916	8.37422	738.31885	45.93108	24	562	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
67	17.12950995	49.57420916	8.37422	738.31885	45.93108	24	562	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
67	17.12950995	49.57420916	8.37422	738.31885	45.93108	24	562	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
67	17.12950995	49.57420916	8.37422	738.31885	45.93108	24	562	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
67	17.12950995	49.57420916	8.37422	738.31885	45.93108	24	562	Pannonian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
87	-88.67885475	43.92092605	7.23222	1109.32471	38.53391	26	790	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
87	-88.67885475	43.92092605	7.23222	1109.32471	38.53391	26	790	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
87	-88.67885475	43.92092605	7.23222	1109.32471	38.53391	26	790	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
87	-88.67885475	43.92092605	7.23222	1109.32471	38.53391	26	790	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
87	-88.67885475	43.92092605	7.23222	1109.32471	38.53391	26	790	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
87	-88.67885475	43.92092605	7.23222	1109.32471	38.53391	26	790	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
113	-85.08742095	32.72797102	16.97006	712.98285	22.11769	71	1340	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
122	-91.59134105	43.96622413	7.1074	1154.33057	47.98732	22	828	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
122	-91.59134105	43.96622413	7.1074	1154.33057	47.98732	22	828	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
122	-91.59134105	43.96622413	7.1074	1154.33057	47.98732	22	828	Upper_Midwest_US_forest_savanna_transition	Temperate_Broadleaf_&_Mixed_Forests	5
130	145.3659191	-37.80668619	13.93853	395.58472	19.85807	55	1048	Southeast_Australia_temperate_forest	Temperate_Broadleaf_&_Mixed_Forests	5
130	145.3659191	-37.80668619	13.93853	395.58472	19.85807	55	1048	Southeast_Australia_temperate_forest	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
181	-84.47100086	34.13425319	15.77552	755.52576	16.08932	89	1371	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
204	-84.1160318	35.69349627	14.27353	809.30872	15.17323	76	1267	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
247	-77.12432755	39.2552878	12.02888	882.30017	11.68461	72	1089	Southeast_US_conifer_savannas,_Northeast_US_Coastal_forests	Temperate_Broadleaf_&_Mixed_Forests	5
247	-77.12432755	39.2552878	12.02888	882.30017	11.68461	72	1089	Southeast_US_conifer_savannas,_Northeast_US_Coastal_forests	Temperate_Broadleaf_&_Mixed_Forests	5
247	-77.12432755	39.2552878	12.02888	882.30017	11.68461	72	1089	Southeast_US_conifer_savannas,_Northeast_US_Coastal_forests	Temperate_Broadleaf_&_Mixed_Forests	5
247	-77.12432755	39.2552878	12.02888	882.30017	11.68461	72	1089	Southeast_US_conifer_savannas,_Northeast_US_Coastal_forests	Temperate_Broadleaf_&_Mixed_Forests	5
250	-84.94093483	32.79623756	16.85719	707.44666	22.09612	69	1325	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
250	-84.94093483	32.79623756	16.85719	707.44666	22.09612	69	1325	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
250	-84.94093483	32.79623756	16.85719	707.44666	22.09612	69	1325	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
250	-84.94093483	32.79623756	16.85719	707.44666	22.09612	69	1325	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
266	12.56392826	49.53817001	6.80328	683.1452	22.00071	47	772	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
270	173.8002607	-35.50411765	13.793	295.00623	22.5376	99	1798	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
270	173.8002607	-35.50411765	13.793	295.00623	22.5376	99	1798	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
270	173.8002607	-35.50411765	13.793	295.00623	22.5376	99	1798	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
270	173.8002607	-35.50411765	13.793	295.00623	22.5376	99	1798	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
292	175.4643705	-37.7414241	13.84824	361.23138	15.47546	82	1260	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
292	175.4643705	-37.7414241	13.84824	361.23138	15.47546	82	1260	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
292	175.4643705	-37.7414241	13.84824	361.23138	15.47546	82	1260	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
292	175.4643705	-37.7414241	13.84824	361.23138	15.47546	82	1260	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
339	128.2987896	36.62284066	11.91823	975.34161	83.93709	25	1186	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
339	128.2987896	36.62284066	11.91823	975.34161	83.93709	25	1186	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
339	128.2987896	36.62284066	11.91823	975.34161	83.93709	25	1186	Central_Korean_deciduous_forests	Temperate_Broadleaf_&_Mixed_Forests	5
433	-84.12169468	34.70235458	12.52402	721.7287	13.04553	108	1650	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
447	-83.71740334	34.90534404	12.67316	724.45905	11.65586	113	1704	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
447	-83.71740334	34.90534404	12.67316	724.45905	11.65586	113	1704	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
447	-83.71740334	34.90534404	12.67316	724.45905	11.65586	113	1704	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
507	-84.84549547	32.59986214	17.52602	711.52295	22.43892	62	1300	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
507	-84.84549547	32.59986214	17.52602	711.52295	22.43892	62	1300	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
507	-84.84549547	32.59986214	17.52602	711.52295	22.43892	62	1300	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
507	-84.84549547	32.59986214	17.52602	711.52295	22.43892	62	1300	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
507	-84.84549547	32.59986214	17.52602	711.52295	22.43892	62	1300	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
507	-84.84549547	32.59986214	17.52602	711.52295	22.43892	62	1300	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
557	-81.61834773	37.00219672	10.73117	782.62573	12.63699	81	1118	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
557	-81.61834773	37.00219672	10.73117	782.62573	12.63699	81	1118	Appalachian_Blue_Ridge_forests	Temperate_Broadleaf_&_Mixed_Forests	5
630	111.0117668	31.86935789	13.75422	841.11792	65.20875	15	1052	Daba_Mountains_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
630	111.0117668	31.86935789	13.75422	841.11792	65.20875	15	1052	Daba_Mountains_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
630	111.0117668	31.86935789	13.75422	841.11792	65.20875	15	1052	Daba_Mountains_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
630	111.0117668	31.86935789	13.75422	841.11792	65.20875	15	1052	Daba_Mountains_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
630	111.0117668	31.86935789	13.75422	841.11792	65.20875	15	1052	Daba_Mountains_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
630	111.0117668	31.86935789	13.75422	841.11792	65.20875	15	1052	Daba_Mountains_evergreen_forests	Temperate_Broadleaf_&_Mixed_Forests	5
683	-75.15966832	41.854252	6.98142	943.08978	12.85721	72	1139	Allegheny_Highlands_forests	Temperate_Broadleaf_&_Mixed_Forests	5
698	17.9068203	60.26555721	5.3817	730.77356	28.71982	31	610	Sarmatic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
698	17.9068203	60.26555721	5.3817	730.77356	28.71982	31	610	Sarmatic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
698	17.9068203	60.26555721	5.3817	730.77356	28.71982	31	610	Sarmatic_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
711	-80.00515744	35.86389031	14.64092	790.41577	11.0982	77	1129	Appalachian_Piedmont_forests,_Southeast_US_conifer_savannas	Temperate_Broadleaf_&_Mixed_Forests	5
711	-80.00515744	35.86389031	14.64092	790.41577	11.0982	77	1129	Appalachian_Piedmont_forests,_Southeast_US_conifer_savannas	Temperate_Broadleaf_&_Mixed_Forests	5
711	-80.00515744	35.86389031	14.64092	790.41577	11.0982	77	1129	Appalachian_Piedmont_forests,_Southeast_US_conifer_savannas	Temperate_Broadleaf_&_Mixed_Forests	5
725	174.9378449	-36.97897459	15.06911	335.91415	14.72092	90	1370	Northland_temperate_kauri_forests	Temperate_Broadleaf_&_Mixed_Forests	5
767	-81.4762142	41.19883718	9.49434	940.06152	16.61247	56	996	Southern_Great_Lakes_forests	Temperate_Broadleaf_&_Mixed_Forests	5
781	-97.64860579	30.23504756	19.82069	715.2627	33.42575	49	846	Texas_blackland_prairies	Temperate_Broadleaf_&_Mixed_Forests	5
781	-97.64860579	30.23504756	19.82069	715.2627	33.42575	49	846	Texas_blackland_prairies	Temperate_Broadleaf_&_Mixed_Forests	5
796	-78.71577439	35.8777205	15.26897	790.64685	13.67536	75	1133	Appalachian_Piedmont_forests	Temperate_Broadleaf_&_Mixed_Forests	5
806	8.179545575	47.01213057	8.9413	649.46851	19.25724	88	1350	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
806	8.179545575	47.01213057	8.9413	649.46851	19.25724	88	1350	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
806	8.179545575	47.01213057	8.9413	649.46851	19.25724	88	1350	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
806	8.179545575	47.01213057	8.9413	649.46851	19.25724	88	1350	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
806	8.179545575	47.01213057	8.9413	649.46851	19.25724	88	1350	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
806	8.179545575	47.01213057	8.9413	649.46851	19.25724	88	1350	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
807	123.8452589	41.29506212	6.61227	1243.04761	105.08865	7	840	Manchurian_mixed_forests	Temperate_Broadleaf_&_Mixed_Forests	5
814	15.70492766	48.21345716	9.34746	742.42407	39.11601	24	586	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
814	15.70492766	48.21345716	9.34746	742.42407	39.11601	24	586	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
814	15.70492766	48.21345716	9.34746	742.42407	39.11601	24	586	Western_European_broadleaf_forests	Temperate_Broadleaf_&_Mixed_Forests	5
